R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
0,0,0,0,0,0,5,3.05,3.44,0.61,1.1,177.8,155.0,182.88,3.49,3.22,1.93,0.6,172.72,155.0,177.8,54,162,90,171,96,205,144,233,0,1,9,10,38,141,44,113,11,16,27,37,5,5,19,21,53,158,58,124,1,3,11,17,0,1,21,30,0.33,0.52,0.0,0.9,0.47,0.54,0.5,0.6,0.46,0.61,0.37,0.58,28.125941136208077,30.379192334017795,-2.2532511978097176,5.0800000000000125,5.079999999999984,0.0,-0.4400000000000004,0.009999999999999953,0.21999999999999975,-0.06999999999999995,-1.3199999999999998,0.13,0.020000000000000018,0.5000000000000001,0
0,0,0,2,0,0,2,2.88,2.98,2.04,0.2,172.72,155.0,182.88,4.0,2.72,2.03,1.0,177.8,155.0,182.88,17,43,27,51,18,44,30,54,0,5,1,1,10,31,13,35,2,6,11,13,5,6,3,3,11,35,18,38,6,8,2,5,0,0,7,8,0.39,0.52,0.0,1.0,0.38,0.57,0.41,0.6,0.49,0.59,0.32,0.81,29.754962354551676,25.853524982888434,3.901437371663242,-5.0800000000000125,0.0,0.0,-1.12,-0.10999999999999999,0.2599999999999998,-0.020000000000000018,0.010000000000000231,0.08999999999999997,-0.21000000000000008,-0.8,0
0,1,0,0,0,0,2,3.88,2.91,0.85,0.4,167.64,125.0,175.26,2.95,3.4,0.33,0.5,165.1,125.0,172.72,39,100,28,90,51,113,29,91,1,3,1,1,33,91,25,86,5,6,3,4,1,3,0,0,35,93,18,72,0,0,1,2,4,7,9,16,0.39,0.31,0.33,1.0,0.37,0.65,0.4,0.67,0.41,0.6,0.25,0.7,21.568788501026695,25.54962354551677,-3.9808350444900746,2.539999999999992,2.539999999999992,0.0,0.9299999999999997,-0.03999999999999998,-0.48999999999999977,0.050000000000000044,0.52,0.15000000000000002,-0.029999999999999916,-0.09999999999999998,0
0,0,1,0,0,0,2,2.47,2.83,2.04,0.4,175.26,170.0,180.34,1.79,2.27,2.46,0.4,177.8,170.0,185.42,15,52,7,40,26,64,21,55,0,0,1,6,14,51,5,35,1,1,2,5,0,0,0,0,13,50,5,38,2,2,2,2,0,0,0,0,0.28,0.17,0.0,0.16,0.39,0.6,0.47,0.86,0.36,0.63,0.48,0.64,29.921971252566735,37.24572210814511,-7.323750855578375,-2.5400000000000205,-5.079999999999984,0.0,0.6800000000000002,0.030000000000000027,0.56,-0.030000000000000027,-0.41999999999999993,-0.010000000000000009,0.21999999999999997,0.0,1
0,2,0,0,0,0,1,3.14,3.93,1.38,0.7,187.96,170.0,190.5,5.16,3.58,0.92,0.2,187.96,170.0,190.5,7,24,23,42,7,24,25,47,0,1,0,0,6,20,16,31,0,3,5,9,1,1,2,2,4,19,11,28,3,5,10,11,0,0,2,3,0.29,0.54,0.0,0.0,0.38,0.59,0.42,0.73,0.48,0.61,0.41,0.64,26.075290896646134,31.02258726899384,-4.947296372347704,0.0,0.0,0.0,-2.02,-0.09999999999999998,0.3500000000000001,-0.020000000000000018,0.45999999999999985,0.010000000000000009,0.08999999999999997,0.49999999999999994,0
0,0,0,1,0,0,1,3.12,2.26,3.17,0.6,182.88,185.0,180.34,1.46,1.82,3.05,1.4,180.34,170.0,193.04,0,1,1,3,0,1,2,4,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0.0,0.33,0.0,0.0,0.51,0.57,0.29,0.57,0.46,0.62,0.42,0.83,37.05133470225873,36.7419575633128,0.30937713894592633,2.539999999999992,-12.699999999999989,15.0,1.6600000000000001,0.04999999999999999,0.4399999999999997,-0.050000000000000044,0.1200000000000001,-0.13,-0.26,-0.7999999999999999,0
0,0,2,0,0,0,1,5.46,3.94,0.45,1.1,180.34,155.0,193.04,1.95,2.51,4.08,0.8,177.8,155.0,180.34,11,38,2,20,17,45,2,20,1,1,0,1,5,27,2,18,3,7,0,1,3,4,0,1,8,30,2,20,0,0,0,0,3,8,0,0,0.28,0.1,1.0,0.0,0.45,0.59,0.42,0.7,0.31,0.63,0.53,0.92,31.044490075290895,31.394934976043807,-0.3504449007529118,2.539999999999992,12.699999999999989,0.0,3.51,0.14,1.4300000000000002,-0.040000000000000036,-3.63,-0.11000000000000004,-0.22000000000000008,0.30000000000000004,1
0,0,1,0,1,0,1,4.17,4.14,6.26,4.8,170.18,135.0,167.64,2.57,1.63,2.77,0.8,167.64,145.0,172.72,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.52,0.44,0.68,0.5,0.61,0.47,0.65,0.42,28.073921971252567,32.662559890485966,-4.588637919233399,2.5400000000000205,-5.0800000000000125,-10.0,1.6,-0.08999999999999997,2.51,-0.02999999999999997,3.4899999999999998,0.030000000000000027,0.08000000000000002,4.0,1
0,0,0,0,0,0,3,3.62,3.2,1.12,0.7,170.18,135.0,170.18,3.16,2.8,0.81,0.1,172.72,135.0,175.26,40,139,44,210,51,150,48,214,0,5,0,0,24,107,17,164,4,14,23,36,12,18,4,10,32,128,29,187,7,10,15,23,1,1,0,0,0.28,0.2,0.0,0.0,0.48,0.63,0.28,0.65,0.38,0.57,0.3,0.76,26.480492813141684,33.36618754277892,-6.885694729637233,-2.539999999999992,-5.079999999999984,0.0,0.45999999999999996,0.09999999999999998,0.40000000000000036,0.06000000000000005,0.31000000000000005,-0.019999999999999962,-0.10999999999999999,0.6,0
0,0,0,0,0,0,3,4.79,4.11,0.96,0.9,187.96,170.0,185.42,4.87,4.09,1.33,0.0,182.88,155.0,185.42,87,209,87,254,98,221,87,254,0,10,0,0,58,166,60,211,14,22,16,30,15,21,11,13,84,203,80,244,3,6,7,10,0,0,0,0,0.41,0.34,0.0,0.0,0.49,0.61,0.18,0.59,0.37,0.61,0.4,0.96,28.736481861738536,29.53867214236824,-0.8021902806297057,5.0800000000000125,0.0,15.0,-0.08000000000000007,0.12,0.020000000000000462,0.0,-0.3700000000000001,-0.22000000000000003,-0.37,0.9,0
0,0,0,0,0,0,1,5.67,3.77,0.51,0.3,182.88,170.0,185.42,3.84,2.72,1.55,0.2,182.88,170.0,185.42,12,25,10,20,12,25,14,25,0,0,0,0,7,18,3,11,4,5,5,5,1,2,2,4,8,16,8,18,4,9,2,2,0,0,0,0,0.48,0.5,0.0,0.0,0.5,0.6,0.44,0.58,0.46,0.58,0.4,0.66,33.25941136208077,26.24229979466119,7.01711156741958,0.0,0.0,0.0,1.83,0.03999999999999998,1.0499999999999998,0.020000000000000018,-1.04,0.03999999999999998,-0.08000000000000007,0.09999999999999998,1
0,0,0,1,1,0,2,2.59,2.16,0.52,0.0,190.5,260.0,200.66,0.85,5.92,0.75,2.3,187.96,247.0,190.5,53,82,7,13,60,91,31,40,0,2,1,3,47,76,2,6,5,5,2,4,1,1,3,3,2,6,5,9,5,5,0,0,46,71,2,4,0.64,0.53,0.0,0.33,0.5,0.44,0.26,0.54,0.37,0.22,0.16,0.33,30.05612594113621,37.01300479123888,-6.956878850102669,2.539999999999992,10.159999999999997,13.0,1.7399999999999998,0.13,-3.76,0.22,-0.22999999999999998,0.1,0.21000000000000002,-2.3,1
0,1,0,0,0,0,1,1.9,2.44,2.69,0.5,185.42,185.0,198.12,3.17,3.26,0.08,0.1,187.96,205.0,190.5,13,36,4,8,13,36,4,8,0,0,0,0,6,23,4,8,4,9,0,0,3,4,0,0,13,36,2,5,0,0,0,1,0,0,2,2,0.36,0.5,0.0,0.0,0.42,0.53,0.53,0.84,0.44,0.55,0.16,0.82,30.017796030116358,28.799452429842574,1.2183436002737835,-2.5400000000000205,7.6200000000000045,-20.0,-1.27,-0.020000000000000018,-0.8199999999999998,-0.020000000000000018,2.61,0.37,0.020000000000000018,0.4,0
0,0,0,0,0,0,3,4.21,4.05,0.52,0.0,182.88,170.0,185.42,5.09,3.77,1.26,0.4,185.42,185.0,193.04,50,162,44,167,54,166,46,169,1,3,2,4,39,131,39,154,6,21,2,7,5,10,3,6,46,154,42,161,3,7,1,5,1,1,1,1,0.3,0.26,0.33,0.5,0.4,0.64,0.44,0.6,0.38,0.66,0.6,0.81,28.407939767282684,23.98631074606434,4.421629021218344,-2.539999999999992,-7.6200000000000045,-15.0,-0.8799999999999999,0.020000000000000018,0.2799999999999998,-0.020000000000000018,-0.74,-0.15999999999999998,-0.21000000000000008,-0.4,1
0,0,0,0,0,1,3,2.72,2.79,1.44,0.8,175.26,135.0,180.34,3.94,3.5,1.74,0.1,167.64,135.0,167.64,31,59,44,95,49,77,122,184,2,4,3,4,18,44,16,51,11,13,10,22,2,2,18,22,23,50,7,38,5,6,13,16,3,3,24,41,0.52,0.46,0.5,0.75,0.45,0.49,0.62,0.6,0.47,0.52,0.31,0.61,34.55167693360712,34.52977412731006,0.021902806297056543,7.6200000000000045,12.700000000000017,0.0,-1.2199999999999998,-0.019999999999999962,-0.71,-0.030000000000000027,-0.30000000000000004,0.31,-0.010000000000000009,0.7000000000000001,0
0,1,0,0,0,0,1,2.89,3.09,0.82,0.8,193.04,264.0,208.28,2.18,3.84,2.02,2.0,190.5,264.0,200.66,1,3,10,18,1,3,10,18,0,0,0,0,0,0,10,18,0,2,0,0,1,1,0,0,1,3,4,10,0,0,0,0,0,0,6,8,0.33,0.55,0.0,0.0,0.45,0.5,0.29,0.66,0.47,0.38,0.4,0.54,35.441478439425055,35.75085557837098,-0.30937713894592633,2.539999999999992,7.6200000000000045,0.0,0.71,-0.019999999999999962,-0.75,0.12,-1.2000000000000002,-0.11000000000000004,0.12,-1.2,0
0,0,0,0,0,0,3,1.98,2.16,3.95,0.1,172.72,155.0,185.42,1.8,2.14,0.83,0.4,177.8,155.0,182.88,18,80,12,38,19,81,17,44,0,4,3,4,10,64,6,31,7,11,2,3,1,5,4,4,17,77,12,36,1,3,0,0,0,0,0,2,0.22,0.31,0.0,0.75,0.34,0.65,0.41,0.61,0.38,0.65,0.8,0.81,28.301163586584533,32.186173853524984,-3.8850102669404514,-5.0800000000000125,2.539999999999992,0.0,0.17999999999999994,-0.03999999999999998,0.020000000000000018,0.0,3.12,-0.39000000000000007,-0.20000000000000007,-0.30000000000000004,0
1,0,0,1,0,0,1,6.38,5.26,3.11,0.4,154.94,115.0,157.48,3.29,3.37,0.66,0.8,167.64,135.0,172.72,6,15,6,16,8,21,9,20,0,0,0,0,5,14,5,15,1,1,1,1,0,0,0,0,3,11,5,14,3,4,1,2,0,0,0,0,0.4,0.37,0.0,0.0,0.49,0.53,0.57,0.76,0.41,0.61,0.63,0.5,23.411362080766597,37.67556468172484,-14.264202600958246,-12.699999999999989,-15.240000000000009,-20.0,3.09,0.08000000000000002,1.8899999999999997,-0.07999999999999996,2.4499999999999997,-0.06000000000000005,0.26,-0.4,0
0,0,0,0,0,0,3,3.98,4.03,0.44,0.1,180.34,145.0,190.5,4.21,3.82,0.49,0.1,177.8,155.0,185.42,31,98,38,187,31,98,43,192,0,2,1,1,15,70,27,157,16,25,4,19,0,3,7,11,31,97,36,182,0,1,0,1,0,0,2,4,0.31,0.2,0.0,1.0,0.43,0.6,0.44,0.78,0.38,0.58,0.45,0.77,29.086926762491444,28.720054757015742,0.3668720054757024,2.539999999999992,5.0800000000000125,-10.0,-0.22999999999999998,0.04999999999999999,0.2100000000000004,0.020000000000000018,-0.04999999999999999,-0.010000000000000009,0.010000000000000009,0.0,0
0,1,0,0,0,0,1,4.92,3.96,1.85,0.0,180.34,170.0,190.5,2.57,3.24,0.44,0.0,193.04,170.0,193.04,8,20,13,37,8,20,13,37,0,0,0,1,1,9,10,26,0,2,2,6,7,9,1,5,8,20,9,32,0,0,0,0,0,0,4,5,0.4,0.35,0.0,0.0,0.54,0.65,0.45,0.78,0.34,0.54,0.1,0.6,23.64681724845996,25.182751540041068,-1.535934291581107,-12.699999999999989,-2.539999999999992,0.0,2.35,0.2,0.7199999999999998,0.10999999999999999,1.4100000000000001,0.35,0.18000000000000005,0.0,0
0,1,0,0,0,0,1,3.69,4.23,0.63,0.3,175.26,145.0,177.8,3.21,4.75,0.36,0.0,180.34,145.0,180.34,7,12,16,30,12,17,30,44,0,2,0,1,1,4,15,29,2,4,1,1,4,4,0,0,5,9,4,13,2,3,4,7,0,0,8,10,0.58,0.53,0.0,0.0,0.35,0.59,0.11,0.33,0.39,0.51,0.16,0.83,27.865845311430526,28.418891170431213,-0.5530458590006866,-5.0800000000000125,-2.539999999999992,0.0,0.48,-0.040000000000000036,-0.5199999999999996,0.07999999999999996,0.27,-0.05,-0.49999999999999994,0.3,0
1,0,0,0,1,0,3,3.77,4.26,0.7,0.0,170.18,145.0,172.72,2.47,2.54,1.85,0.4,177.8,135.0,180.34,39,131,30,137,45,137,30,137,0,1,0,5,16,99,23,124,5,10,4,9,18,22,3,4,36,124,27,134,0,3,3,3,3,4,0,0,0.29,0.21,0.0,0.0,0.38,0.58,0.5,0.66,0.31,0.63,0.38,0.58,29.67008898015058,27.449691991786448,2.220396988364133,-7.6200000000000045,-7.6200000000000045,10.0,1.2999999999999998,0.07,1.7199999999999998,-0.050000000000000044,-1.1500000000000001,0.12,0.08000000000000007,-0.4,1
0,0,0,3,0,0,3,2.44,2.49,4.11,0.6,167.64,170.0,170.18,3.9,3.23,3.21,0.8,175.26,170.0,195.58,33,89,62,153,38,94,118,217,3,9,4,5,26,80,42,127,4,6,18,24,3,3,2,2,31,86,34,116,2,3,14,18,0,0,14,19,0.37,0.4,0.33,0.8,0.47,0.58,0.36,0.5,0.42,0.51,0.43,0.75,33.55783709787816,22.444900752908968,11.112936344969196,-7.6200000000000045,-25.400000000000006,0.0,-1.46,0.04999999999999999,-0.7399999999999998,0.06999999999999995,0.9000000000000004,-0.07,-0.25,-0.20000000000000007,0
0,0,1,0,0,0,4,2.93,1.79,2.4,0.8,175.26,170.0,177.8,2.7,3.63,1.36,0.7,187.96,170.0,187.96,57,154,44,143,85,187,51,151,3,5,2,3,26,109,23,111,18,26,14,23,13,19,7,9,51,146,37,132,1,3,7,10,5,5,0,1,0.37,0.3,0.6,0.66,0.45,0.63,0.45,0.63,0.42,0.52,0.66,0.5,31.247091033538673,29.596167008898014,1.6509240246406591,-12.700000000000017,-10.159999999999997,0.0,0.22999999999999998,0.030000000000000027,-1.8399999999999999,0.10999999999999999,1.0399999999999998,-0.21000000000000002,0.13,0.10000000000000009,1
0,0,4,0,0,1,3,1.52,1.93,3.89,1.0,162.56,135.0,160.02,2.4,2.64,1.04,0.3,170.18,125.0,172.72,19,28,4,12,45,62,28,36,5,6,0,1,11,20,2,8,7,7,2,3,1,1,0,1,2,6,1,8,1,1,3,4,16,21,0,0,0.67,0.33,0.83,0.0,0.52,0.48,0.5,0.46,0.43,0.48,0.18,0.53,21.530458590006845,33.97946611909651,-12.449007529089663,-7.6200000000000045,-12.699999999999989,10.0,-0.8799999999999999,0.09000000000000002,-0.7100000000000002,0.0,2.85,0.32,-0.07,0.7,1
1,0,0,1,0,0,2,2.02,3.35,1.71,2.4,180.34,145.0,182.88,2.9,4.38,2.26,0.3,175.26,145.0,180.34,42,68,33,63,54,80,41,76,0,5,1,2,33,57,24,52,8,10,1,2,1,1,8,9,24,46,25,52,16,20,8,11,2,2,0,0,0.61,0.52,0.0,0.5,0.4,0.48,0.34,0.33,0.4,0.56,0.41,0.8,29.763175906913073,28.33675564681725,1.4264202600958242,5.0800000000000125,2.539999999999992,0.0,-0.8799999999999999,0.0,-1.0299999999999998,-0.08000000000000007,-0.5499999999999998,-0.06999999999999995,-0.47000000000000003,2.1,1
0,0,1,0,0,0,3,3.67,2.05,2.46,0.3,190.5,170.0,203.2,1.87,3.92,1.59,0.3,177.8,170.0,180.34,76,112,10,28,142,181,20,40,3,4,1,4,52,81,5,22,22,28,1,2,2,3,4,4,30,55,9,23,27,36,1,5,19,21,0,0,0.67,0.35,0.75,0.25,0.47,0.56,0.45,0.57,0.44,0.41,0.2,0.28,27.534565366187543,33.790554414784395,-6.255989048596852,12.699999999999989,22.859999999999985,0.0,1.7999999999999998,0.02999999999999997,-1.87,0.15000000000000008,0.8699999999999999,0.25,0.2899999999999999,0.0,1
0,0,0,0,0,0,3,7.26,4.58,0.21,0.3,180.34,145.0,175.26,3.0,3.88,0.6,1.8,185.42,145.0,185.42,57,176,31,132,66,186,35,137,1,1,0,2,40,145,12,93,13,23,8,19,4,8,11,20,46,159,26,123,7,11,5,8,4,6,0,1,0.32,0.23,1.0,0.0,0.46,0.6,0.71,0.84,0.33,0.59,0.36,0.38,23.197809719370294,30.803559206023273,-7.605749486652979,-5.079999999999984,-10.159999999999997,0.0,4.26,0.13,0.7000000000000002,0.010000000000000009,-0.39,0.35,0.45999999999999996,-1.5,1
0,0,1,0,0,0,2,2.39,3.86,0.0,0.2,177.8,170.0,180.34,1.41,2.8,2.82,0.0,177.8,155.0,185.42,32,63,12,32,62,104,12,32,0,0,0,8,25,53,10,29,6,9,2,3,1,1,0,0,5,11,4,19,13,22,4,6,14,30,4,7,0.5,0.37,0.0,0.0,0.48,0.4,0.0,0.79,0.25,0.51,0.3,0.0,26.847364818617386,24.594113620807665,2.253251197809721,0.0,-5.079999999999984,15.0,0.9800000000000002,0.22999999999999998,1.06,-0.10999999999999999,-2.82,-0.3,0.79,0.2,1
0,0,0,0,1,0,3,1.94,2.24,3.71,0.3,162.56,125.0,162.56,3.35,2.49,4.01,1.1,170.18,125.0,167.64,21,33,43,88,61,77,152,199,6,11,1,2,14,26,31,72,3,3,8,11,4,4,4,5,8,18,20,52,3,4,8,15,10,11,15,21,0.63,0.48,0.54,0.5,0.43,0.62,0.3,0.56,0.45,0.59,0.49,0.58,31.824777549623544,28.142368240930868,3.6824093086926766,-7.6200000000000045,-5.079999999999984,0.0,-1.4100000000000001,-0.020000000000000018,-0.25,0.030000000000000027,-0.2999999999999998,-0.19,-0.019999999999999907,-0.8,1
0,1,0,0,0,0,1,3.32,3.35,2.21,1.2,185.42,205.0,195.58,3.46,2.72,3.11,0.5,185.42,185.0,195.58,0,4,11,18,0,4,11,18,0,0,0,0,0,4,10,17,0,0,0,0,0,0,1,1,0,4,4,6,0,0,0,0,0,0,7,12,0.0,0.61,0.0,0.0,0.49,0.43,0.48,0.6,0.47,0.53,0.33,0.94,34.32991101984942,31.07460643394935,3.2553045859000704,0.0,0.0,20.0,-0.14000000000000012,0.020000000000000018,0.6299999999999999,-0.10000000000000003,-0.8999999999999999,0.14999999999999997,-0.33999999999999997,0.7,0
0,1,0,0,0,0,2,2.84,5.39,2.39,2.0,177.8,155.0,180.34,4.06,4.44,0.64,0.2,177.8,155.0,177.8,32,86,59,154,32,86,63,158,0,1,1,3,31,84,44,132,0,1,9,14,1,1,6,8,32,85,51,141,0,1,5,7,0,0,3,6,0.37,0.38,0.0,0.33,0.39,0.54,0.45,0.54,0.4,0.61,0.18,0.74,30.694045174537987,27.756331279945243,2.9377138945927435,0.0,2.539999999999992,0.0,-1.2199999999999998,-0.010000000000000009,0.9499999999999993,-0.06999999999999995,1.75,0.27,-0.19999999999999996,1.8,0
0,1,0,0,0,0,2,3.35,2.55,1.56,0.2,182.88,170.0,185.42,3.73,3.42,0.71,0.3,175.26,170.0,177.8,37,96,23,68,37,96,24,69,0,0,0,0,30,88,13,51,4,5,3,5,3,3,7,12,34,91,16,55,3,5,1,5,0,0,6,8,0.38,0.33,0.0,0.0,0.44,0.69,0.58,0.66,0.41,0.62,0.6,0.63,25.308692676249144,31.329226557152634,-6.020533880903489,7.6200000000000045,7.619999999999976,0.0,-0.3799999999999999,0.030000000000000027,-0.8700000000000001,0.06999999999999995,0.8500000000000001,-0.020000000000000018,0.030000000000000027,-0.09999999999999998,0
0,0,0,0,0,0,3,2.33,2.72,1.08,0.4,175.26,170.0,187.96,3.64,2.92,1.22,0.1,175.26,185.0,180.34,27,104,32,143,34,112,40,151,0,0,0,0,14,76,13,109,10,22,11,23,3,6,8,11,23,97,28,139,4,7,4,4,0,0,0,0,0.25,0.22,0.0,0.0,0.48,0.55,0.4,0.87,0.43,0.59,0.39,0.64,32.818617385352496,23.27173169062286,9.546885694729635,0.0,7.6200000000000045,-15.0,-1.31,0.04999999999999999,-0.19999999999999973,-0.039999999999999925,-0.1399999999999999,0.010000000000000009,0.22999999999999998,0.30000000000000004,1
0,0,0,3,0,1,3,3.59,3.25,2.08,0.0,165.1,125.0,162.56,5.36,4.27,0.56,0.6,160.02,135.0,170.18,40,92,38,121,73,130,48,132,1,6,0,0,13,58,19,86,22,27,16,28,5,7,3,7,27,67,32,101,4,10,6,16,9,15,0,4,0.43,0.31,0.16,0.0,0.39,0.67,0.3,0.88,0.4,0.56,0.58,0.67,30.73511293634497,24.637919233401778,6.097193702943191,5.079999999999984,-7.6200000000000045,-10.0,-1.7700000000000005,-0.010000000000000009,-1.0199999999999996,0.10999999999999999,1.52,-0.27999999999999997,0.20999999999999996,-0.6,0
0,1,2,0,0,0,2,2.13,2.99,2.1,1.1,185.42,185.0,198.12,2.93,2.9,1.45,0.8,182.88,185.0,187.96,20,61,26,65,23,64,47,88,1,2,0,0,16,54,22,60,1,1,3,4,3,6,1,1,17,53,20,51,3,8,3,10,0,0,3,4,0.32,0.4,0.5,0.0,0.4,0.52,0.27,0.3,0.5,0.57,0.34,0.59,33.40177960301163,34.00684462696783,-0.6050650239562003,2.539999999999992,10.159999999999997,0.0,-0.8000000000000003,-0.09999999999999998,0.0900000000000003,-0.04999999999999993,0.6500000000000001,-0.07,-0.29,0.30000000000000004,1
0,1,2,0,1,0,3,1.93,2.71,2.06,1.6,167.64,135.0,167.64,2.32,1.94,4.41,0.5,167.64,135.0,167.64,23,60,34,105,75,115,44,118,0,0,1,2,14,49,25,91,6,8,8,11,3,3,1,3,15,48,19,74,1,3,7,9,7,9,8,22,0.38,0.32,0.0,0.5,0.41,0.5,0.31,0.52,0.45,0.48,0.65,0.5,28.45448323066393,34.351813826146476,-5.897330595482547,0.0,0.0,0.0,-0.3899999999999999,-0.040000000000000036,0.77,0.020000000000000018,-2.35,-0.34,0.020000000000000018,1.1,1
0,0,0,0,0,0,3,3.1,2.48,2.55,0.5,182.88,185.0,195.58,4.01,4.41,0.15,0.0,185.42,185.0,185.42,67,152,29,150,74,159,33,156,8,13,0,0,43,125,13,106,6,8,1,20,18,19,15,24,65,144,28,148,1,2,1,2,1,6,0,0,0.44,0.19,0.61,0.0,0.47,0.57,0.34,0.77,0.44,0.5,0.07,0.43,32.101300479123886,32.55304585900068,-0.4517453798767974,-2.539999999999992,10.160000000000025,0.0,-0.9099999999999997,0.02999999999999997,-1.9300000000000002,0.06999999999999995,2.4,0.27,0.34,0.5,1
1,0,0,0,0,0,1,4.27,2.33,0.7,0.1,187.96,205.0,193.04,3.51,5.32,0.0,0.0,190.5,185.0,198.12,20,38,1,28,21,39,1,28,0,0,0,0,15,32,1,28,3,4,0,0,2,2,0,0,6,21,1,28,6,6,0,0,8,11,0,0,0.52,0.03,0.0,0.0,0.48,0.55,0.38,0.66,0.23,0.57,0.0,0.58,31.066392881587955,23.463381245722108,7.6030116358658475,-2.539999999999992,-5.0800000000000125,20.0,0.7599999999999998,0.24999999999999997,-2.99,-0.019999999999999907,0.7,0.38,0.08000000000000007,0.1,1
1,0,0,0,0,0,1,3.72,3.02,1.37,0.8,177.8,170.0,187.96,1.41,2.2,1.76,0.0,180.34,170.0,187.96,14,33,8,14,14,33,8,14,0,3,0,0,8,25,5,11,2,4,3,3,4,4,0,0,10,28,6,11,2,3,2,3,2,2,0,0,0.42,0.57,0.0,0.0,0.47,0.52,0.26,0.57,0.45,0.56,0.38,1.0,30.94318959616701,30.351813826146476,0.5913757700205338,-2.539999999999992,0.0,0.0,2.3100000000000005,0.019999999999999962,0.8199999999999998,-0.040000000000000036,-0.3899999999999999,-0.12,-0.43000000000000005,0.8,1
0,1,0,0,0,0,1,4.02,3.42,1.54,0.4,195.58,205.0,200.66,3.25,1.83,2.43,0.6,187.96,205.0,198.12,10,20,30,47,10,20,38,56,0,0,0,0,8,16,29,45,0,1,0,0,2,3,1,2,10,20,9,21,0,0,4,5,0,0,17,21,0.5,0.63,0.0,0.0,0.4,0.51,0.39,0.83,0.47,0.6,0.57,0.77,28.024640657084188,30.885694729637233,-2.8610540725530456,7.6200000000000045,2.539999999999992,0.0,0.7699999999999996,-0.06999999999999995,1.5899999999999999,-0.08999999999999997,-0.8900000000000001,-0.17999999999999994,0.05999999999999994,-0.19999999999999996,0
0,1,0,0,0,0,1,2.24,2.23,1.44,0.0,172.72,145.0,175.26,1.42,2.63,3.37,1.4,177.8,145.0,182.88,0,0,6,7,0,0,6,7,0,0,0,0,0,0,5,6,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,5,0.0,0.85,0.0,0.0,0.44,0.5,0.26,0.58,0.44,0.51,0.37,0.57,25.935660506502394,26.209445585215605,-0.27378507871321034,-5.0800000000000125,-7.6200000000000045,0.0,0.8200000000000003,0.0,-0.3999999999999999,-0.010000000000000009,-1.9300000000000002,-0.10999999999999999,0.010000000000000009,-1.4,0
0,1,0,0,0,0,1,3.25,4.91,0.7,0.0,172.72,145.0,172.72,2.46,3.55,1.45,0.9,172.72,145.0,170.18,10,31,10,26,11,32,12,28,0,0,0,0,5,22,6,21,1,4,3,4,4,5,1,1,10,30,7,22,0,1,2,3,0,0,1,1,0.32,0.38,0.0,0.0,0.45,0.5,0.28,0.86,0.33,0.59,0.43,0.7,32.41067761806981,28.97741273100616,3.4332648870636504,0.0,2.539999999999992,0.0,0.79,0.12,1.3600000000000003,-0.08999999999999997,-0.75,-0.14999999999999997,0.16000000000000003,-0.9,0
0,1,0,0,0,0,1,2.44,2.7,1.52,0.3,180.34,185.0,187.96,3.75,1.21,1.59,1.1,187.96,185.0,193.04,4,11,4,22,4,11,5,24,0,0,0,0,1,8,3,21,0,0,0,0,3,3,1,1,4,11,3,21,0,0,0,0,0,0,1,1,0.36,0.18,0.0,0.0,0.47,0.51,0.52,0.57,0.5,0.68,0.6,0.59,44.41889117043121,29.481177275838466,14.937713894592743,-7.6200000000000045,-5.079999999999984,0.0,-1.31,-0.030000000000000027,1.4900000000000002,-0.17000000000000004,-0.07000000000000006,-0.07999999999999996,-0.020000000000000018,-0.8,0
